,id,setting_type,font_color,background_color,font_size,font_weight,font_family,letter_spacing,line_spacing,word_spacing,text_alignment,is_auto_play_tts,bionic_reading,lists with bullets,wcag_compliant,score
1176,40001177,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,97.7
1177,40001178,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,84.0
1178,40001179,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,73.0
1179,40001180,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,78.0
1180,40001181,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,81.7
1181,40001182,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,78.8
1182,40001183,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,85.4
1183,40001184,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,96.6
1184,40001185,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,80.9
1185,40001186,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,87.9
1186,40001187,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,91.8
1187,40001188,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,23.8
1188,40001189,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,37.3
1189,40001190,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,92.9
1190,40001191,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,71.4
1191,40001192,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,73.1
1192,40001193,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,84.9
1193,40001194,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,72.2
1194,40001195,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,93.6
1195,40001196,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,83.0
1196,40001197,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,97.1
1197,40001198,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,73.9
1198,40001199,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,70.7
1199,40001200,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,97.2
1200,40001201,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,87.7
1201,40001202,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,68.2
1202,40001203,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,48.7
1203,40001204,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,90.0
1204,40001205,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,84.4
1205,40001206,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,82.1
1206,40001207,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,69.5
1207,40001208,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,73.4
1208,40001209,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,77.5
1209,40001210,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,70.5
1210,40001211,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,41.9
1211,40001212,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,84.8
1212,40001213,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,48.4
1213,40001214,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,73.1
1214,40001215,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,66.9
1215,40001216,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,98.0
1216,40001217,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,72.0
1217,40001218,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,76.1
1218,40001219,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,77.9
1219,40001220,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,80.2
1220,40001221,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,81.3
1221,40001222,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,36.3
1222,40001223,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,70.6
1223,40001224,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,65.6
1224,40001225,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,66.1
1225,40001226,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,71.2
1226,40001227,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,32.5
1227,40001228,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,52.7
1228,40001229,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,94.6
1229,40001230,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,46.3
1230,40001231,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,95.5
1231,40001232,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,74.6
1232,40001233,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,91.9
1233,40001234,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,91.8
1234,40001235,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,83.4
1235,40001236,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,83.8
1236,40001237,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,72.3
1237,40001238,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,75.3
1238,40001239,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,58.9
1239,40001240,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,87.1
1240,40001241,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,83.7
1241,40001242,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,36.7
1242,40001243,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,58.2
1243,40001244,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,71.4
1244,40001245,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,70.9
1245,40001246,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,97.7
1246,40001247,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,69.1
1247,40001248,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,69.0
1248,40001249,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,73.2
1249,40001250,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,70.8
1250,40001251,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,83.0
1251,40001252,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,83.2
1252,40001253,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,79.0
1253,40001254,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,54.6
1254,40001255,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,88.2
1255,40001256,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,52.6
1256,40001257,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,84.7
1257,40001258,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,72.2
1258,40001259,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,80.1
1259,40001260,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,55.2
1260,40001261,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,63.9
1261,40001262,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,95.7
1262,40001263,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,73.5
1263,40001264,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,74.9
1264,40001265,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,99.5
1265,40001266,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,58.6
1266,40001267,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,61.9
1267,40001268,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,92.0
1268,40001269,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,68.3
1269,40001270,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,61.5
1270,40001271,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,61.2
1271,40001272,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,70.8
1272,40001273,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,7.4
1273,40001274,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,71.4
1274,40001275,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,74.1
1275,40001276,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,87.9
1276,40001277,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,92.1
1277,40001278,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,60.2
1278,40001279,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,77.7
1279,40001280,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,74.5
1280,40001281,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,19.6
1281,40001282,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,71.3
1282,40001283,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,53.8
1283,40001284,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,1.5
1284,40001285,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,64.7
1285,40001286,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,81.3
1286,40001287,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,32.2
1287,40001288,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,74.2
1288,40001289,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,98.8
1289,40001290,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,71.9
1290,40001291,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,43.1
1291,40001292,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,88.2
1292,40001293,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,55.6
1293,40001294,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,96.2
1294,40001295,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,76.9
1295,40001296,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,99.5
1296,40001297,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,49.1
1297,40001298,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,73.7
1298,40001299,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,62.9
1299,40001300,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,40.4
1300,40001301,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,88.4
1301,40001302,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,84.0
1302,40001303,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,69.3
1303,40001304,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,88.4
1304,40001305,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,49.3
1305,40001306,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,67.6
1306,40001307,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,87.6
1307,40001308,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,99.7
1308,40001309,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,89.9
1309,40001310,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,68.6
1310,40001311,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,92.8
1311,40001312,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,74.8
1312,40001313,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,97.2
1313,40001314,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,61.1
1314,40001315,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,64.6
1315,40001316,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,67.3
1316,40001317,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,78.1
1317,40001318,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,70.0
1318,40001319,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,78.3
1319,40001320,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,98.1
1320,40001321,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,73.8
1321,40001322,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,64.8
1322,40001323,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,85.5
1323,40001324,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,71.6
1324,40001325,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,94.5
1325,40001326,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,99.9
1326,40001327,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,90.9
1327,40001328,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,77.3
1328,40001329,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,48.0
1329,40001330,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,56.8
1330,40001331,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,88.8
1331,40001332,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,67.1
1332,40001333,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,99.9
1333,40001334,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,38.9
1334,40001335,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,97.9
1335,40001336,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,38.9
1336,40001337,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,86.6
1337,40001338,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,46.0
1338,40001339,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,58.1
1339,40001340,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,64.7
1340,40001341,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,89.0
1341,40001342,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,87.8
1342,40001343,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,70.4
1343,40001344,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,65.0
1344,40001345,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,85.0
1345,40001346,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,41.1
1346,40001347,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,61.5
1347,40001348,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,82.8
1348,40001349,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,86.3
1349,40001350,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,68.7
1350,40001351,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,40.1
1351,40001352,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,50.2
1352,40001353,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,68.5
1353,40001354,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,23.8
1354,40001355,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,75.0
1355,40001356,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,89.3
1356,40001357,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,36.8
1357,40001358,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,75.0
1358,40001359,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,72.1
1359,40001360,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,67.8
1360,40001361,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,82.6
1361,40001362,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,95.2
1362,40001363,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,51.6
1363,40001364,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,68.2
1364,40001365,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,96.9
1365,40001366,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,16.2
1366,40001367,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,69.5
1367,40001368,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,82.4
1368,40001369,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,84.6
1369,40001370,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,78.7
1370,40001371,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,9.2
1371,40001372,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,99.1
1372,40001373,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,84.0
1373,40001374,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,98.6
1374,40001375,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,84.5
1375,40001376,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,76.1
1376,40001377,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,71.3
1377,40001378,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,31.2
1378,40001379,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,29.7
1379,40001380,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,42.4
1380,40001381,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,27.6
1381,40001382,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,78.8
1382,40001383,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,35.6
1383,40001384,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,84.6
1384,40001385,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,57.8
1385,40001386,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,45.5
1386,40001387,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,85.1
1387,40001388,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,91.5
1388,40001389,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,50.5
1389,40001390,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,85.0
1390,40001391,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,22.5
1391,40001392,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,46.9
1392,40001393,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,90.5
1393,40001394,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,49.8
1394,40001395,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,92.0
1395,40001396,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,74.6
1396,40001397,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,89.5
1397,40001398,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,43.1
1398,40001399,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,79.9
1399,40001400,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,80.5
1400,40001401,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,39.4
1401,40001402,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,95.1
1402,40001403,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,98.7
1403,40001404,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,93.3
1404,40001405,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,36.9
1405,40001406,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,67.5
1406,40001407,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,13.9
1407,40001408,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,68.5
